Name,Dimensions,Size,DataType,Attributes,HistFlag
EVAPSNOW,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Rate of evaporation of falling snow, cell_methods: time: mean",history_budget
EVAPTZM,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: K/s, long_name: T tendency - Evaporation/snow prod from Zhang convection, cell_methods: time: mean",history_budget
FRZR,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Mass freezing rain to snow, cell_methods: time: mean",history_budget
FRZRDT,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: W/kg, long_name: Latent heating rate due to homogeneous freezing of rain, cell_methods: time: mean",history_budget
HOMOO,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Homogeneous freezing of cloud water, cell_methods: time: mean",history_budget
IETEND_DME,"time, lat, lon","1, 96, 144",float32,"units: W/m2, long_name: Column DSE tendency due to mass adjustment at end of tphysac, cell_methods: time: mean",history_budget
MELTO,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Melting of cloud ice, cell_methods: time: mean",history_budget
MELTSDT,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: W/kg, long_name: Latent heating rate due to melting of snow, cell_methods: time: mean",history_budget
MNUCCCO,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Immersion freezing of cloud water, cell_methods: time: mean",history_budget
MNUCCRI,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Mass freezing rain to ice, cell_methods: time: mean",history_budget
MNUCCRO,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Heterogeneous freezing of rain to snow, cell_methods: time: mean",history_budget
MNUCCTO,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Contact freezing of cloud water, cell_methods: time: mean",history_budget
MNUDEPO,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Mixing ratio deposition, cell_methods: time: mean",history_budget
MPDI2P,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Ice <--> Precip tendency - Morrison microphysics, cell_methods: time: mean",history_budget
MPDI2V,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Ice <--> Vapor tendency - Morrison microphysics, cell_methods: time: mean",history_budget
MPDI2W,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Ice <--> Water tendency - Morrison microphysics, cell_methods: time: mean",history_budget
MPDICE,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: CLDICE tendency - Morrison microphysics, cell_methods: time: mean",history_budget
MPDLIQ,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: CLDLIQ tendency - Morrison microphysics, cell_methods: time: mean",history_budget
MPDNICE,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: 1/kg/s, long_name: CLDICE number tendency - Morrison microphysics, cell_methods: time: mean",history_budget
MPDNLIQ,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: 1/kg/s, long_name: CLDLIQ number tendency - Morrison microphysics, cell_methods: time: mean",history_budget
MPDQ,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Q tendency - Morrison microphysics, cell_methods: time: mean",history_budget
MPDT,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: W/kg, long_name: Heating tendency - Morrison microphysics, cell_methods: time: mean",history_budget
MPDW2I,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Water <--> Ice tendency - Morrison microphysics, cell_methods: time: mean",history_budget
MPDW2P,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg/s, long_name: Water <--> Precip tendency - Morrison microphysics, cell_methods: time: mean",history_budget
