Name,Dimensions,Size,DataType,Attributes,HistFlag
mmr_SALT,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg, long_name: mmr_SALT mmr of aerosol type, cell_methods: time: mean",history_aerosol_base
mmr_SULFATE,"time, lev, lat, lon","1, 32, 96, 144",float32,"mdims: 1, units: kg/kg, long_name: mmr_SULFATE mmr of aerosol type, cell_methods: time: mean",history_aerosol_base
sink_DMS,"time, lat, lon","1, 96, 144",float32,"units: kg/m2/s, long_name: DMS sink, cell_methods: time: mean",history_aerosol_base
sink_DMS_S,"time, lat, lon","1, 96, 144",float32,"units: kg*S/m2/s, long_name: DMS sink, sulfur mass only, cell_methods: time: mean",history_aerosol_base
sink_SO2_S,"time, lat, lon","1, 96, 144",float32,"units: kg*S/m2/s, long_name: SO2 sink, sulfur mass only., cell_methods: time: mean",history_aerosol_base
sink_isoprene,"time, lat, lon","1, 96, 144",float32,"units: kg/m2/s, long_name: isoprene sink, cell_methods: time: mean",history_aerosol_base
sink_monoterp,"time, lat, lon","1, 96, 144",float32,"units: kg/m2/s, long_name: monoterp sink, cell_methods: time: mean",history_aerosol_base
sour_OM,"time, lat, lon","1, 96, 144",float32,"units: kg/m2/s, long_name: OM source., cell_methods: time: mean",history_aerosol_base
sour_SO2_S,"time, lat, lon","1, 96, 144",float32,"units: kg*S/m2/s, long_name: SO2 source, sulfur mass only., cell_methods: time: mean",history_aerosol_base
sour_SULFATE,"time, lat, lon","1, 96, 144",float32,"units: kg/m2/s, long_name: SULFATE source., cell_methods: time: mean",history_aerosol_base
sour_SULFATE_S,"time, lat, lon","1, 96, 144",float32,"units: kg*S/m2/s, long_name: SULFATE source, sulfur mass only., cell_methods: time: mean",history_aerosol_base
wet_BC,"time, lat, lon","1, 96, 144",float32,"units: kg/m2/s, long_name: BC wet deposition flux at surface, cell_methods: time: mean",history_aerosol_base
wet_DUST,"time, lat, lon","1, 96, 144",float32,"units: kg/m2/s, long_name: DUST wet deposition flux at surface, cell_methods: time: mean",history_aerosol_base
wet_OM,"time, lat, lon","1, 96, 144",float32,"units: kg/m2/s, long_name: OM wet deposition flux at surface, cell_methods: time: mean",history_aerosol_base
wet_SALT,"time, lat, lon","1, 96, 144",float32,"units: kg/m2/s, long_name: SALT wet deposition flux at surface, cell_methods: time: mean",history_aerosol_base
wet_SO2,"time, lat, lon","1, 96, 144",float32,"units: kg/m2/s, long_name: SO2 wet deposition flux at surface., cell_methods: time: mean",history_aerosol_base
wet_SO2_S,"time, lat, lon","1, 96, 144",float32,"units: kg*S/m2/s, long_name: SO2 wet deposition flux at surface, sulfur mass only., cell_methods: time: mean",history_aerosol_base
wet_SULFATE,"time, lat, lon","1, 96, 144",float32,"units: kg/m2/s, long_name: SULFATE wet deposition flux at surface, cell_methods: time: mean",history_aerosol_base
wet_SULFATE_S,"time, lat, lon","1, 96, 144",float32,"units: kg*S/m2/s, long_name: SULFATE wet deposition flux at surface, sulfur mass only, cell_methods: time: mean",history_aerosol_base
